Hs,Es,Hv,Ev,Dir,Loc
15,20,-248.55477469308,231.203351702009,L,8
14,19,-256.413051060268,232.369559151786,L,8
17,21,-238.538469587054,223.475864955357,L,8
16,23,-224.129813058036,200.66397530692,L,8
12,NaN,-263.453892299107,217.75381905692,L,8
15,22,-227.257864815848,199.933733258929,L,8
14,9,-246.58203125,214.222499302455,L,8
15,11,-247.105189732143,213.067190987723,L,8
15,20,-228.903634207589,199.040004185268,L,8
15,22,-233.90633719308,205.928257533482,L,8
14,17,-225.601196289063,196.642194475446,L,8
16,24,-260.707310267857,226.919991629464,L,8
16,NaN,-240.140642438616,217.873709542411,L,8
19,19,-285.699026925223,282.374790736607,L,8
15,NaN,-242.61474609375,189.154488699777,L,8
17,23,-221.481323242188,197.775704520089,L,8
15,19,-217.154366629464,185.906546456473,L,8
17,22,-221.165248325893,201.928274972098,L,8
18,22,-253.502982003348,227.80282156808,L,8
14,42,-253.165108816964,206.702096121652,L,8
16,16,-238.603864397321,200.075422014509,L,8
16,23,-228.41317313058,193.001883370536,L,8
17,21,-229.808262416295,200.151715959821,L,8
17,21,-237.470354352679,219.791957310268,L,8
16,19,-311.595371791295,258.734566824777,L,8
15,NaN,-352.118355887277,321.20840890067,L,8
19,24,-250.08065359933,281.034197126116,R,8
21,27,-275.966099330357,301.579066685268,R,8
17,19,-316.761561802455,345.62247140067,R,8
19,21,-314.113071986607,355.551583426339,R,8
20,23,-306.102207728795,208.980015345982,R,8
21,22,-247.039794921875,259.334019252232,R,8
17,21,-244.162423270089,256.031581333705,R,8
18,29,-219.323294503348,241.459437779018,R,8
14,22,-257.448468889509,284.750802176339,R,8
22,26,-250.821794782366,239.170619419643,R,8
17,30,-214.516775948661,234.353201729911,R,8
21,25,-218.800136021205,258.854457310268,R,8
24,31,-176.010131835938,191.290719168527,R,8
19,24,-212.26065499442,235.007149832589,R,8
21,NaN,-153.830392020089,174.822126116071,R,8
21,27,-184.053693498884,198.756626674107,R,8
23,4,-175.356183733259,183.10546875,R,8
22,26,-178.854806082589,204.4677734375,R,8
23,30,-177.296229771205,195.138113839286,R,8
24,32,-193.001883370536,214.39688546317,R,8
24,36,-159.846714564732,185.797555106027,R,8
25,25,-162.277221679688,185.753958565848,R,8
23,31,-170.506068638393,202.102661132813,R,8
23,27,-186.29891531808,200.762067522321,R,8
26,37,-164.173671177455,178.560529436384,R,8
24,31,-162.996564592634,186.146327427455,R,8
22,27,-180.598667689732,205.230712890625,R,8
22,30,-170.45157296317,193.361554827009,R,8
23,27,-158.38623046875,173.830304827009,R,8
21,27,-170.364379882813,184.991019112723,R,8
25,23,-172.162737165179,194.549560546875,R,8
23,47,-144.871303013393,155.269077845982,R,8
19,23,-261.829921177455,299.453735351563,R,8
17,26,-290.810721261161,314.723423549107,R,8
18,17,-237.219674246652,267.366681780134,R,8
20,28,-264.413016183036,302.668980189732,R,8
19,18,-243.661063058036,287.628173828125,R,8
19,24,-291.072300502232,218.941824776786,R,8
16,21,-298.222133091518,329.873221261161,R,8
20,20,-198.549543108259,175.977434430804,L,9
17,17,-223.55215890067,184.293474469866,L,9
11,20,-239.933558872768,193.165370396205,L,9
12,7,-248.609270368304,196.39151436942,L,9
13,8,-268.5546875,210.168021065848,L,9
14,14,-265.655517578125,223.606654575893,L,9
15,11,-262.222290039063,205.568586077009,L,9
12,NaN,-275.475638253348,208.620343889509,L,9
14,10,-179.454258510045,145.666939871652,L,9
12,13,-231.889997209821,175.268990652902,L,9
12,21,-256.380353655134,212.053571428571,L,9
19,11,-226.484026227679,185.819353376116,L,9
15,15,-183.094569614955,153.023856026786,L,9
13,12,-272.641863141741,214.647565569196,L,9
15,14,-275.682721819196,216.685703822545,L,9
16,13,-275.006975446429,225.263323102679,L,9
18,17,-183.541434151786,150.30997140067,L,9
14,10,-293.557303292411,246.287754603795,L,9
13,10,-308.761596679688,271.203177315848,L,9
12,NaN,-279.944283621652,250.473022460938,L,9
11,13,-241.86270577567,190.375191824777,L,9
16,10,-251.846313476563,196.478707449777,L,9
15,16,-233.840942382813,186.222621372768,L,9
11,7,-294.04776436942,251.519339425223,L,9
12,NaN,-238.603864397321,192.533220563616,L,9
13,8,-238.407679966518,194.527762276786,L,9
12,5,-251.944405691964,204.02090890067,L,9
15,11,-228.816441127232,196.892874581473,L,9
13,NaN,-232.086181640625,186.004638671875,L,9
15,3,-229.721069335938,183.181762695313,L,9
15,5,-240.990774972098,195.879255022321,L,9
14,15,-188.43514578683,151.50887625558,L,9
17,17,-228.914533342634,192.140851702009,L,9
15,12,-232.740129743304,192.478724888393,L,9
11,NaN,-232.620239257813,176.184517996652,L,9
18,5,-192.838396344866,168.860299246652,L,9
21,NaN,-203.519548688616,181.470598493304,L,9
13,8,-229.753766741071,187.694004603795,L,9
15,16,-238.298688616071,201.317923409598,L,9
14,8,-218.320574079241,186.734880719866,L,9
15,16,-229.982648577009,191.356113978795,L,9
16,11,-202.909197126116,169.296264648438,L,9
14,13,-243.432181222098,203.606741768973,L,9
17,9,-225.786481584821,185.110909598214,L,9
15,12,-225.721086774554,191.367013113839,L,9
10,8,-234.21151297433,193.732125418527,L,9
12,14,-230.353219168527,180.82754952567,L,9
12,13,-217.721121651786,178.69131905692,L,9
13,26,-220.445905412946,175.63956124442,L,9
14,22,-223.672049386161,174.952915736607,L,9
10,13,-219.127110072545,177.579607282366,L,9
13,6,-199.225289481027,159.77042061942,L,9
15,20,-213.383265904018,173.961094447545,L,9
16,NaN,-227.475847516741,187.54141671317,L,9
15,16,-208.892822265625,178.08096749442,L,9
16,5,-250.40762765067,208.304268973214,L,9
15,16,-222.494942801339,183.541434151786,L,9
15,19,-186.691284179688,195.933750697545,R,9
20,10,-176.980154854911,189.230782645089,R,9
18,22,-186.811174665179,197.993687220982,R,9
22,13,-168.533325195313,175.519670758929,R,9
20,19,-163.683210100446,173.17635672433,R,9
18,25,-171.225411551339,182.04825265067,R,9
18,15,-180.838448660714,177.884783063616,R,9
18,23,-192.053658621652,194.113595145089,R,9
20,23,-197.176252092634,202.102661132813,R,9
18,23,-206.342424665179,209.448678152902,R,9
20,30,-237.960815429688,226.865495954241,R,9
19,27,-225.197928292411,226.560320172991,R,9
20,24,-135.792323521205,149.590628487723,R,9
18,18,-219.454084123884,221.677507672991,R,9
19,33,-219.094412667411,221.285138811384,R,9
18,32,-232.718331473214,229.02352469308,R,9
16,20,-132.707868303571,153.132847377232,R,9
19,8,-193.601335797991,193.939208984375,R,9
20,22,-196.587698800223,202.0263671875,R,9
16,31,-206.026349748884,208.042689732143,R,9
18,19,-192.108154296875,197.950090680804,R,9
16,13,-182.320731026786,184.511457170759,R,9
19,18,-177.176339285714,178.298950195313,R,9
21,22,-194.876534598214,189.830235072545,R,9
18,30,-208.533150809152,195.323399135045,R,9
19,21,-213.633946010045,195.846557617188,R,9
20,23,-204.93643624442,206.702096121652,R,9
18,25,-216.500418526786,216.151646205357,R,9
19,19,-211.236136300223,213.078090122768,R,9
19,23,-240.78369140625,225.187029157366,R,9
20,22,-245.52481515067,238.854544503348,R,9
19,21,-206.941877092634,203.170776367188,R,9
19,23,-238.974434988839,229.546683175223,R,9
16,16,-166.429792131696,180.925641741071,R,9
19,21,-218.124389648438,216.347830636161,R,9
16,11,-163.552420479911,171.781267438616,R,9
14,22,-191.650390625,185.732160295759,R,9
16,20,-190.669468470982,187.574114118304,R,9
19,24,-186.876569475446,193.198067801339,R,9
21,20,-181.41610281808,180.162702287946,R,9
19,29,-180.838448660714,177.590506417411,R,9
19,20,-166.778564453125,168.391636439732,R,9
17,19,-212.009974888393,201.317923409598,R,9
19,34,-191.399710518973,182.952880859375,R,9
19,23,-194.309779575893,189.176286969866,R,9
17,24,-206.691196986607,196.67489188058,R,9
19,23,-248.369489397321,166.026524135045,R,9
20,26,-192.664010184152,185.285295758929,R,9
22,32,-192.271641322545,186.745779854911,R,9
19,8,-189.35067313058,179.737636021205,R,9
18,26,-171.486990792411,175.585065569196,R,9
20,19,-163.334437779018,161.405290876116,R,9
16,33,-179.170880998884,181.121826171875,R,9
17,16,-182.778494698661,179.672241210938,R,9
19,19,-210.996355329241,201.230730329241,R,9
18,20,-190.28799874442,183.41064453125,R,9
21,21,-166.091918945313,167.912074497768,R,9
17,33,-168.348039899554,172.326224190848,R,9
18,17,-172.751290457589,169.012887137277,R,9
18,16,-169.176374162946,163.497924804688,R,9
20,25,-143.280029296875,151.345389229911,R,9
19,29,-158.211844308036,164.293561662946,R,9
19,25,-149.405343191964,155.247279575893,R,9
22,24,-149.721418108259,160.031999860491,R,9
22,17,-159.029279436384,168.544224330357,R,9
19,20,-148.773193359375,156.10831124442,R,9
21,20,-165.579659598214,166.48428780692,R,9
19,25,-152.849469866071,160.631452287946,R,9
12,1,-195.083618164063,207.672119140625,R,9
17,17,-186.375209263393,189.383370535714,R,9
20,29,-167.803083147321,173.307146344866,R,9
22,24,-185.012817382813,181.808471679688,R,9
24,26,-188.76211983817,181.165422712054,R,9
19,20,-161.143711635045,151.345389229911,R,9
15,20,-146.17919921875,162.593296595982,R,9
20,12,-151.051112583705,150.277273995536,R,9
21,23,-164.903913225446,168.119158063616,R,9
16,20,-173.557826450893,191.944667271205,R,9
18,24,-150.429861886161,160.925728934152,R,9
19,26,-173.634120396205,180.467878069196,R,9
19,24,-170.800345284598,171.34530203683,R,9
17,30,-151.966639927455,162.146432059152,R,9
20,33,-153.33993094308,155.094691685268,R,9
21,24,-149.993896484375,149.557931082589,R,9
20,23,-139.661516462054,157.111031668527,R,9
21,22,-143.759591238839,149.307250976563,R,9
19,16,-159.74862234933,163.12735421317,R,9
18,20,-167.661394391741,180.631365094866,R,9
19,21,-176.816667829241,193.568638392857,R,9
14,7,-295.224870954241,271.410260881696,L,10
12,14,-263.584681919643,222.102573939732,L,10
12,16,-255.094255719866,220.969063895089,L,10
18,19,-263.007027762277,242.494855608259,L,10
14,NaN,-266.854422433036,226.080758231027,L,10
15,11,-246.342250279018,208.762032645089,L,10
13,12,-272.423880440848,232.533046177455,L,10
19,13,-229.383196149554,183.650425502232,L,10
15,17,-253.481183733259,195.290701729911,L,10
11,13,-255.039760044643,229.404994419643,L,10
13,8,-306.23299734933,277.088710239955,L,10
19,18,-261.175973074777,231.443132672991,L,10
14,19,-258.985246930804,216.489519391741,L,10
19,21,-239.661080496652,211.203438895089,L,10
13,16,-260.729108537946,218.113490513393,L,10
15,16,-239.933558872768,202.854701450893,L,10
13,10,-270.3857421875,254.745483398438,L,10
12,0,-294.701712472098,251.91170828683,L,10
13,13,-275.094168526786,239.443097795759,L,10
15,6,-269.219534737723,179.530552455357,L,10
12,NaN,-297.317504882813,275.508335658482,L,10
13,14,-249.786376953125,212.805611746652,L,10
14,12,-278.76717703683,244.467599051339,L,10
15,11,-273.230416434152,220.761980329241,L,10
13,18,-241.274152483259,199.802943638393,L,10
13,12,-263.573782784598,231.170654296875,L,10
14,16,-263.072422572545,213.819231305804,L,10
16,14,-255.650111607143,212.860107421875,L,10
11,12,-273.709978376116,229.65567452567,L,10
14,14,-260.947091238839,218.157087053571,L,10
16,15,-264.565604073661,218.189784458705,L,10
12,15,-264.979771205357,204.195295061384,L,10
13,14,-289.110456194196,253.077915736607,L,10
14,6,-263.083321707589,216.51131766183,L,10
10,16,-275.344848632813,243.268694196429,L,10
12,18,-281.982421875,228.990827287946,L,10
10,10,-278.560093470982,242.255074637277,L,10
14,0,-284.064156668527,244.434901646205,L,10
18,NaN,-243.235996791295,208.936418805804,L,10
11,15,-251.15966796875,214.266095842634,L,10
12,16,-247.05069405692,210.396902901786,L,10
13,17,-253.710065569196,220.315115792411,L,10
11,12,-274.156842912946,216.947283063616,L,10
14,11,-296.456473214286,235.050746372768,L,10
13,13,-279.769897460938,244.064331054688,L,10
16,18,-257.720947265625,226.473127092634,L,10
15,14,-253.840855189732,228.500366210938,L,10
13,48,-265.306745256696,222.974504743304,L,10
16,9,-254.04793875558,224.718366350446,L,10
19,17,-254.898071289063,230.211530412946,L,10
14,15,-252.151489257813,207.781110491071,L,10
14,11,-250.418526785714,209.034511021205,L,10
13,19,-280.325753348214,236.696515764509,L,10
15,11,-271.889822823661,237.546648297991,L,10
19,NaN,-259.344918387277,242.353166852679,L,10
15,9,-237.949916294643,199.813842773438,L,10
16,77,-250.843593052455,207.584926060268,L,10
11,12,-274.712698800223,217.078072684152,L,10
14,17,-244.216918945313,210.516793387277,L,10
15,21,-255.366734095982,225.296020507813,L,10
15,18,-254.364013671875,221.677507672991,L,10
12,15,-265.415736607143,237.241472516741,L,10
13,14,-232.751028878348,197.797502790179,L,10
15,21,-252.740042550223,229.993547712054,L,10
13,NaN,-260.685511997768,229.546683175223,L,10
15,13,-254.876273018973,212.282453264509,L,10
12,15,-272.260393415179,221.448625837054,L,10
14,NaN,-236.707414899554,194.800240652902,L,10
17,9,-256.81631905692,231.039864676339,L,10
17,NaN,-263.802664620536,239.410400390625,L,10
18,10,-203.879220145089,211.083548409598,R,10
20,20,-185.426984514509,204.663957868304,R,10
15,26,-190.604073660714,198.83292061942,R,10
19,24,-186.800275530134,196.958269391741,R,10
18,19,-173.296247209821,184.980119977679,R,10
18,27,-185.067313058036,194.462367466518,R,10
18,28,-187.323434012277,204.838344029018,R,10
12,11,-163.585117885045,171.606881277902,R,10
17,26,-227.366856166295,244.91446358817,R,10
16,10,-230.898175920759,250.930786132813,R,10
17,23,-163.770403180804,182.680402483259,R,10
18,18,-190.778459821429,211.388724190848,R,10
18,15,-218.636648995536,227.944510323661,R,10
17,33,-182.4951171875,202.822004045759,R,10
21,17,-175.61776297433,186.571393694196,R,10
20,18,-202.538626534598,211.966378348214,R,10
18,14,-193.732125418527,205.808367047991,R,10
18,28,-194.516863141741,205.274309430804,R,10
16,22,-220.108032226563,225.045340401786,R,10
18,10,-214.734758649554,217.742919921875,R,10
19,11,-200.162615094866,217.960902622768,R,10
17,13,-229.18701171875,233.851841517857,R,10
19,20,-184.238978794643,194.516863141741,R,10
19,17,-222.157069614955,224.325997488839,R,10
18,23,-202.157156808036,216.892787388393,R,10
21,16,-155.105590820313,173.80850655692,R,10
18,16,-210.996355329241,229.612077985491,R,10
17,35,-156.969342912946,177.481515066964,R,10
20,17,-172.805786132813,195.595877511161,R,10
16,15,-160.773141043527,176.914760044643,R,10
19,17,-175.508771623884,190.832955496652,R,10
22,16,-174.647739955357,184.271676199777,R,10
17,15,-174.168178013393,185.209001813616,R,10
18,19,-183.050973074777,198.396955217634,R,10
18,23,-178.179059709821,185.99373953683,R,10
18,19,-183.040073939732,186.865670340402,R,10
20,29,-159.857613699777,177.372523716518,R,10
19,13,-221.503121512277,234.396798270089,R,10
19,24,-179.290771484375,190.255301339286,R,10
15,22,-185.99373953683,204.119001116071,R,10
15,23,-200.827462332589,217.633928571429,R,10
18,16,-218.734741210938,237.917218889509,R,10
17,40,-189.317975725446,204.151698521205,R,10
20,24,-208.500453404018,216.053553989955,R,10
19,6,-166.331699916295,181.928362165179,R,10
19,22,-190.538678850446,207.279750279018,R,10
18,35,-210.146222795759,214.974539620536,R,10
15,23,-227.693830217634,232.151576450893,R,10
18,NaN,-193.437848772321,206.069946289063,R,10
20,25,-203.574044363839,214.146205357143,R,10
19,19,-187.82479422433,193.568638392857,R,10
17,27,-186.277117047991,204.347882952009,R,10
18,22,-213.78653390067,225.982666015625,R,10
18,27,-222.843715122768,245.034354073661,R,10
20,36,-238.95263671875,235.377720424107,R,10
20,23,-178.658621651786,191.34521484375,R,10
19,19,-159.944806780134,177.895682198661,R,10
14,13,-207.323346819196,213.797433035714,R,10
18,30,-194.963727678571,200.05362374442,R,10
15,14,-175.63956124442,192.718505859375,R,10
21,20,-140.925816127232,163.846697126116,R,10
22,22,-220.47860281808,224.14071219308,R,10
18,61,-223.039899553571,233.568464006696,R,10
12,18,-190.386090959821,212.979997907366,R,10
15,18,-176.24991280692,195.868355887277,R,10
42,35,-174.39705984933,131.36727469308,L,11
22,30,-203.835623604911,165.743146623884,L,11
21,26,-253.176007952009,193.961007254464,L,11
26,28,-207.268851143973,157.121930803571,L,11
22,60,-340.303693498884,275.214059012277,L,11
67,52,-161.88485281808,125.56893484933,L,11
23,11,-204.674857003348,170.364379882813,L,11
44,86,-130.909511021205,148.097446986607,R,11
52,55,-114.113943917411,133.176531110491,R,11
41,44,-88.5336739676339,102.495465959821,R,11
35,38,-96.3919503348214,108.740670340402,R,11
37,46,-72.3593575613839,95.1603480747768,R,11
35,38,-107.182094029018,120.435442243304,R,11
44,54,-90.8442905970982,116.064889090402,R,11
28,33,-157.863071986607,159.552437918527,R,11
33,36,-124.969482421875,133.612496512277,R,11
34,45,-100.915091378348,123.214721679688,R,11
NaN,68,-127.912248883929,161.187308175223,R,11
42,49,-162.65869140625,167.737688337054,R,11
24,28,-128.675188337054,125.906808035714,S,1
24,31,-133.067539760045,124.217442103795,S,1
22,39,-137.906755719866,127.39998953683,S,1
23,27,-144.500732421875,137.394496372768,S,1
24,32,-122.571672712054,114.288330078125,S,1
22,21,-155.672345842634,145.677839006696,S,1
23,31,-136.184692382813,131.301879882813,S,1
21,0,-91.094970703125,81.9941929408482,S,2
21,22,-80.8606828962054,68.8062395368304,S,2
20,69,-85.8415876116071,70.7462855747768,S,2
23,13,-125.42724609375,108.980451311384,S,2
20,20,-81.1440604073661,69.7980608258929,S,2
18,NaN,-76.7299107142857,62.6373291015625,S,2
22,22,-96.0976736886161,84.0432303292411,S,2
22,22,-107.28018624442,96.6426304408482,S,2
24,24,-127.476283482143,112.206595284598,S,3
24,27,-142.96395438058,131.563459123884,S,3
23,25,-134.375435965402,117.361886160714,S,3
21,22,-146.800449916295,136.675153459821,S,3
21,22,-153.230939592634,144.577026367188,S,3
21,16,-170.854840959821,159.116472516741,S,3
24,26,-159.225463867188,146.266392299107,S,3
21,17,-159.269060407366,148.228236607143,S,3
21,20,-136.587960379464,126.767839704241,S,3
24,28,-151.617867606027,142.506190708705,S,3
28,30,-86.3211495535714,87.9342215401786,S,4
27,22,-88.8170514787946,87.6290457589286,S,4
29,31,-103.912353515625,101.797921316964,S,4
32,22,-87.432861328125,84.8170689174107,S,4
23,19,-96.5554373604911,91.0840715680804,S,4
30,25,-93.0459158761161,93.5036795479911,S,4
23,19,-102.746146065848,94.8987688337054,S,4
27,24,-92.6099504743304,89.3293108258929,S,4
24,19,-92.7843366350446,94.3756103515625,S,4
32,32,-95.6617082868304,90.4519217354911,S,4
29,32,-113.372802734375,111.672537667411,S,4
23,19,-85.5800083705357,80.3702218191964,S,4
28,33,-89.5254952566964,82.3538643973214,S,4
30,32,-99.7488839285714,93.6344691685268,S,4
25,14,-92.8715297154018,91.094970703125,S,4
32,35,-83.8579450334821,80.3593226841518,S,4
25,17,-87.5200544084821,84.0432303292411,S,4
16,17,-88.1740025111607,80.0105503627232,S,4
26,23,-75.6726946149554,71.9015938895089,S,4
24,24,-132.533482142857,129.492623465402,S,4
30,34,-87.9233224051339,81.3620431082589,S,4
31,27,-67.8253173828125,60.3485107421875,S,4
31,37,-77.4056570870536,72.3157610212054,S,4
32,29,-75.3675188337054,71.7926025390625,S,4
13,4,-108.50088936942,96.3701520647321,S,5
21,24,-133.590698242188,116.664341517857,S,5
18,NaN,-119.007655552455,106.03768484933,S,5
21,22,-124.784197126116,108.533586774554,S,5
18,21,-134.299142020089,117.65616280692,S,5
22,22,-102.942330496652,87.3456682477679,S,5
20,NaN,-120.904105050223,104.566301618304,S,5
21,24,-129.786900111607,115.868704659598,S,5
21,12,-112.936837332589,100.751604352679,S,5
22,26,-82.7462332589286,71.6618129185268,S,5
17,12,-115.421840122768,103.737967354911,S,5
19,22,-113.99405343192,103.509085518973,S,5
19,22,-135.80322265625,123.835972377232,S,5
21,30,-110.61532156808,87.2802734375,S,6
12,4,-74.0378243582589,57.4820382254464,S,6
18,23,-73.1876918247768,60.3812081473214,S,6
4,NaN,-93.994140625,75.7925851004464,S,6
29,28,-87.738037109375,71.4220319475446,S,6
20,12,-97.9832240513393,82.3865618024554,S,6
22,24,-97.0785958426339,80.87158203125,S,6
19,19,-91.094970703125,73.5037667410714,S,6
25,30,-91.4328438895089,77.4383544921875,S,6
19,0,-76.1740548270089,62.2994559151786,S,6
24,25,-91.6508265904018,77.1222795758929,S,6
16,16,-82.6263427734375,65.4384068080357,S,6
22,23,-100.184849330357,82.5609479631696,S,6
19,NaN,-114.615304129464,99.5962960379464,S,6
22,7,-94.2121233258929,81.3184465680804,S,7
24,35,-81.9723946707589,64.8062569754464,S,7
23,25,-86.7462158203125,75.6726946149554,S,7
25,20,-84.5881870814732,74.5827811104911,S,7
25,25,-88.0323137555804,77.2203717912946,S,7
27,21,-79.0078299386161,68.6863490513393,S,7
26,18,-93.5581752232143,78.3647809709821,S,7
26,18,-91.0295758928571,82.4410574776786,S,7
26,25,-96.2175641741071,103.29110281808,S,7
23,28,-90.0922502790179,74.8225620814732,S,7
25,20,-104.315621512277,89.1222272600446,S,7
22,32,-230.222429547991,228.751046316964,S,8
23,27,-226.451328822545,242.516653878348,S,8
20,22,-281.404767717634,287.562779017857,S,8
19,22,-291.27938406808,312.282017299107,S,8
21,25,-279.192243303571,284.58731515067,S,8
20,25,-291.421072823661,302.668980189732,S,8
18,20,-275.780814034598,288.630894252232,S,8
20,20,-300.728934151786,292.347499302455,S,8
18,NaN,-305.350167410714,298.32022530692,S,8
22,26,-220.009940011161,236.838204520089,S,8
20,24,-298.287527901786,320.380074637277,S,8
22,25,-235.584803989955,237.786429268973,S,8
20,24,-257.372174944196,258.353097098214,S,8
19,5,-106.386457170759,102.222987583705,S,9
22,21,-98.2557024274554,90.5282156808036,S,9
23,23,-131.69424874442,124.239240373884,S,9
23,26,-116.261073521205,110.092163085938,S,9
19,19,-117.874145507813,109.503609793527,S,9
22,23,-130.996704101563,124.81689453125,S,9
17,22,-122.299194335938,115.476335797991,S,9
19,17,-127.389090401786,119.389125279018,S,9
19,17,-123.868669782366,118.702479771205,S,9
19,15,-131.487165178571,123.029436383929,S,9
19,14,-134.996686662946,127.814156668527,S,9
21,8,-112.642560686384,105.688912527902,S,9
20,19,-138.887677873884,133.470807756696,S,9
17,9,-125.1220703125,116.5771484375,S,9
21,18,-141.721452985491,142.626081194196,S,9
19,42,-112.108503069196,103.280203683036,S,9
20,17,-107.312883649554,102.266584123884,S,9
23,14,-143.083844866071,134.266444614955,S,10
24,20,-157.394409179688,155.530657087054,S,10
23,17,-152.805873325893,152.489798409598,S,10
23,15,-162.65869140625,154.800415039063,S,10
22,19,-164.587838309152,157.121930803571,S,10
21,18,-169.296264648438,166.778564453125,S,10
21,17,-163.585117885045,152.162824358259,S,10
19,19,-178.658621651786,169.470650809152,S,10
24,19,-159.356253487723,148.893083844866,S,10
20,NaN,-184.16268484933,176.576886858259,S,10
21,17,-184.740339006696,179.203578404018,S,10
20,10,-198.713030133929,192.40243094308,S,10
23,19,-180.925641741071,185.416085379464,S,10
21,20,-179.58504813058,176.24991280692,S,10
22,20,-187.933785574777,184.46786063058,S,10
21,12,-190.560477120536,184.816632952009,S,10
20,16,-187.345232282366,180.184500558036,S,10
21,NaN,-198.429652622768,194.832938058036,S,10
21,15,-196.326119559152,192.773001534598,S,10
24,18,-171.072823660714,167.98836844308,S,10
22,19,-181.601388113839,172.991071428571,S,10
22,10,-211.279732840402,212.09716796875,S,10
19,13,-213.437761579241,211.007254464286,S,10
21,NaN,-198.189871651786,194.723946707589,S,10
21,58,-209.023611886161,206.60400390625,S,10
23,21,-209.688459123884,206.407819475446,S,10
34,32,-112.533569335938,107.476370675223,S,11
35,36,-111.879621233259,106.419154575893,S,11
19,29,-96.3592529296875,90.3647286551339,S,11
