Lat,Vel,VOR,Type,Dir,Loc
15,-134.953090122768,-1.58026600245427,H,R,5
13,-162.887573242188,-0.925333708962397,H,R,5
20,-149.579729352679,-0.923213466044474,H,R,5
16,-165.318080357143,-0.849308909184657,H,R,5
21,-152.816772460938,-0.873687674017013,H,R,5
16,-147.912161690848,-0.957744641394795,H,R,5
21,-151.290893554688,-0.875985465563197,H,R,5
13,-153.623308454241,-0.933607243681412,H,R,5
21,-129.721505301339,-0.810208366567342,H,R,5
8,-180.446079799107,-0.819045427320329,H,R,5
7,-225.088936941964,-0.854560314754853,H,R,5
20,-163.530622209821,-0.937645196291321,H,R,5
14,-147.062029157366,-0.910352304868327,H,R,5
6,-158.680507114955,-0.84996445045605,H,R,5
22,-133.514404296875,-0.924141859576125,H,R,5
23,-142.451695033482,NaN,H,R,5
16,-135.498046875,-0.81333657298331,H,R,5
19,-104.598999023438,-0.879632819547376,H,R,5
6,-160.130092075893,NaN,H,R,5
16,-142.495291573661,-0.885822837601819,H,R,5
19,-142.190115792411,-0.86526655136646,H,R,5
11,-146.157400948661,-0.857144903138418,H,R,5
13,-166.222708565848,-0.898863166673943,H,R,5
19,-129.25284249442,-0.918337702931762,H,R,5
22,-148.413521902902,-0.912511786046578,H,R,5
18,-124.500819614955,-0.132717965932409,H,R,5
24,-125.252859933036,-0.884285806049123,H,R,5
23,-128.413609095982,-0.796556886895191,H,R,5
17,-138.789585658482,-0.730314913770275,H,R,5
20,-141.43807547433,NaN,H,R,5
22,-106.34286063058,-0.932265452066051,H,R,5
23,-116.566249302455,-0.878315386097928,H,R,5
17,-142.222813197545,-0.707595685209817,H,R,5
23,-140.882219587054,-0.857509294350761,H,R,5
20,-135.072980608259,-0.930270166585177,H,R,5
20,-123.356410435268,-0.933695349844346,H,R,5
31,-113.721575055804,-1.97433244971605,H,R,5
2,-188.620431082589,-0.867661128865629,H,R,5
21,-113.612583705357,-0.912420640928055,H,R,5
13,187.966482979911,-0.907856217199123,E,R,5
24,130.996704101563,-0.946146387094898,E,R,5
15,182.63680594308,-1.01828933349792,E,R,5
16,156.424386160714,-0.92319800133763,E,R,5
23,127.083914620536,-0.929457494295873,E,R,5
15,165.928431919643,-0.926971264753994,E,R,5
14,158.38623046875,-0.962004491837253,E,R,5
20,140.598842075893,-0.866193553009834,E,R,5
24,145.786830357143,-0.912600917073573,E,R,5
24,126.833234514509,-0.880545021875391,E,R,5
6,169.100080217634,-0.785047475504948,E,R,5
23,135.726928710938,-0.842185433833562,E,R,5
7,159.170968191964,-0.762307206540181,E,R,5
0,151.53067452567,-0.939936916930254,E,R,5
22,126.637050083705,-0.955386989391869,E,R,5
25,139.988490513393,-0.898205562170435,E,R,5
16,167.98836844308,-0.890561151821185,E,R,5
28,129.86319405692,-0.921472896067871,E,R,5
12,157.176426478795,-0.990721963873892,E,R,5
22,126.320975167411,-0.849309042351772,E,R,5
26,133.623395647321,-0.909150351178502,E,R,5
11,179.966517857143,-0.892125821009556,E,R,5
7,175.236293247768,-0.955925669873924,E,R,5
16,158.070155552455,-0.805722089323781,E,R,5
17,168.467930385045,-1.34925702885006,E,R,5
22,158.724103655134,-0.739056298748719,E,R,5
31,143.203735351563,-1.00461789488922,E,R,5
23,144.424438476563,-1.2125901674114,E,R,5
18,149.623325892857,-0.921296478979723,E,R,5
15,174.680437360491,-0.889706441055318,E,R,5
17,149.666922433036,-1.58026600245427,E,R,5
14,166.920253208705,-0.925333708962397,E,R,5
18,151.497977120536,-0.923213466044474,E,R,5
25,159.258161272321,-0.849308909184657,E,R,5
28,158.69140625,-0.873687674017013,E,R,5
18,157.132829938616,-0.957744641394795,E,R,5
30,160.369873046875,-0.875985465563197,E,R,5
14,164.010184151786,-0.933607243681412,E,R,5
30,139.247349330357,-0.810208366567342,E,R,5
21,173.895699637277,-0.819045427320329,E,R,5
5,201.143537248884,-0.854560314754853,E,R,5
22,176.162719726563,-0.937645196291321,E,R,5
20,153.416224888393,-0.910352304868327,E,R,5
16,149.754115513393,-0.84996445045605,E,R,5
28,135.33455984933,-0.924141859576125,E,R,5
NaN,137.688773018973,NaN,E,R,5
21,152.053833007813,-0.81333657298331,E,R,5
22,124.849591936384,-0.879632819547376,E,R,5
NaN,175.486973353795,NaN,E,R,5
26,136.762346540179,-0.885822837601819,E,R,5
31,146.724155970982,-0.86526655136646,E,R,5
12,154.680524553571,-0.857144903138418,E,R,5
16,179.628644670759,-0.898863166673943,E,R,5
23,137.448992047991,-0.918337702931762,E,R,5
28,153.547014508929,-0.912511786046578,E,R,5
48,126.909528459821,-0.132717965932409,E,R,5
28,142.255510602679,-0.884285806049123,E,R,5
36,121.187482561384,-0.796556886895191,E,R,5
30,141.568865094866,-0.730314913770275,E,R,5
NaN,149.111066545759,NaN,E,R,5
30,115.171160016741,-0.932265452066051,E,R,5
31,127.11661202567,-0.878315386097928,E,R,5
30,146.996634347098,-0.707595685209817,E,R,5
40,139.825003487723,-0.857509294350761,E,R,5
21,138.615199497768,-0.930270166585177,E,R,5
22,146.190098353795,-0.933695349844346,E,R,5
41,114.473615373884,-1.97433244971605,E,R,5
0,182.625906808036,-0.867661128865629,E,R,5
21,118.24471609933,-0.912420640928055,E,R,5
18,-117.143903459821,-0.849271622514859,H,L,6
14,-114.190237862723,-0.889290280418267,H,L,6
16,-117.568969726563,-0.976259133694118,H,L,6
14,-171.912057059152,-0.465328680958864,H,L,6
16,-151.312691824777,-0.815165398559009,H,L,6
24,-133.699689592634,-0.823651145301233,H,L,6
11,-136.446271623884,-0.786396057226947,H,L,6
9,-149.754115513393,-0.925548219087419,H,L,6
22,-138.364519391741,-0.796684324568455,H,L,6
9,-173.754010881696,-0.650019342503645,H,L,6
14,-160.184587751116,NaN,H,L,6
12,-181.503295898438,-0.849051142146083,H,L,6
14,-163.094656808036,-0.827244727778335,H,L,6
19,-127.607073102679,1.15737003584456,H,L,6
4,-164.685930524554,-0.615326104814785,H,L,6
23,-138.528006417411,-0.820965514046256,H,L,6
16,-136.980329241071,-0.83976399316062,H,L,6
17,-143.661499023438,-0.88949412552308,H,L,6
13,-138.08114188058,-0.804283754676288,H,L,6
14,-137.3291015625,-0.97854061144771,H,L,6
9,-146.876743861607,-0.656715903441135,H,L,6
9,-160.675048828125,-0.766444096897156,H,L,6
8,-179.203578404018,-0.692545673189477,H,L,6
10,-163.955688476563,-0.671498003794053,H,L,6
14,-149.154663085938,-0.783829707083845,H,L,6
12,-168.969290597098,-0.828042226260244,H,L,6
10,-160.348074776786,-0.857277146215136,H,L,6
14,-153.274536132813,NaN,H,L,6
12,-160.773141043527,NaN,H,L,6
19,-155.6396484375,-0.775661002112453,H,L,6
6,-137.645176478795,-0.758569780996279,H,L,6
5,-165.71044921875,-0.662930385389173,H,L,6
5,-169.863019670759,-0.882347639725471,H,L,6
13,-164.849417550223,-0.774739294191965,H,L,6
13,-130.47354561942,-0.939644985861898,H,L,6
13,-137.013026646205,-0.893275224756868,H,L,6
14,-147.497994559152,NaN,H,L,6
13,-141.176496233259,NaN,H,L,6
10,-169.383457728795,-0.537978899496858,H,L,6
26,83.5854666573661,-0.849271622514859,E,L,6
13,80.2394321986607,-0.889290280418267,E,L,6
19,83.0623081752232,-0.976259133694118,E,L,6
40,122.778756277902,-0.465328680958864,E,L,6
22,105.994088309152,-0.815165398559009,E,L,6
29,95.0840541294643,-0.823651145301233,E,L,6
21,91.2584577287946,-0.786396057226947,E,L,6
3,114.44091796875,-0.925548219087419,E,L,6
22,96.2393624441964,-0.796684324568455,E,L,6
0,121.590750558036,-0.650019342503645,E,L,6
NaN,109.688895089286,NaN,E,L,6
13,138.266427176339,-0.849051142146083,E,L,6
18,109.438214983259,-0.827244727778335,E,L,6
117,79.7925676618304,1.15737003584456,E,L,6
16,110.277448381696,-0.615326104814785,E,L,6
24,103.094918387277,-0.820965514046256,E,L,6
16,95.3456333705357,-0.83976399316062,E,L,6
16,102.767944335938,-0.88949412552308,E,L,6
21,106.386457170759,-0.804283754676288,E,L,6
20,96.4573451450893,-0.97854061144771,E,L,6
19,98.9532470703125,-0.656715903441135,E,L,6
25,112.555367606027,-0.766444096897156,E,L,6
22,113.252912248884,-0.692545673189477,E,L,6
32,112.816946847098,-0.671498003794053,E,L,6
14,121.176583426339,-0.783829707083845,E,L,6
16,114.996773856027,-0.828042226260244,E,L,6
14,118.887765066964,-0.857277146215136,E,L,6
NaN,113.481794084821,NaN,E,L,6
NaN,110.833304268973,NaN,E,L,6
6,114.081246512277,-0.775661002112453,E,L,6
17,97.6344517299107,-0.758569780996279,E,L,6
22,126.255580357143,-0.662930385389173,E,L,6
6,127.530779157366,-0.882347639725471,E,L,6
24,131.345476422991,-0.774739294191965,E,L,6
22,98.4518868582589,-0.939644985861898,E,L,6
8,102.876935686384,-0.893275224756868,E,L,6
NaN,116.609845842634,NaN,E,L,6
NaN,98.7352643694196,NaN,E,L,6
0,124.588012695313,-0.537978899496858,E,L,6
15,-89.7543770926339,NaN,H,R,6
16,-97.2638811383929,-0.675979530928036,H,R,6
18,-110.811505998884,-0.97132698621479,H,R,6
22,-93.3728899274554,-0.860955560020954,H,R,6
2,-115.955897739955,-0.817762766153854,H,R,6
9,-114.168439592634,-0.610514679825315,H,R,6
24,-113.296508789063,-0.796151292742467,H,R,6
16,-88.8933454241071,-0.961267673474296,H,R,6
17,-93.8742501395089,-0.79560577660816,H,R,6
19,-98.6262730189732,-0.776454484456016,H,R,6
19,-110.288347516741,-0.517835896442937,H,R,6
24,-134.353637695313,-0.755898491732226,H,R,6
22,-119.77059500558,-0.834321094533663,H,R,6
14,-99.6834891183036,-0.780391010544985,H,R,6
18,-99.2257254464286,-0.660958454046709,H,R,6
17,-102.68075125558,-0.163042058656914,H,R,6
19,-115.705217633929,-0.849690121240064,H,R,6
17,-100.40283203125,-0.779412749570286,H,R,6
18,-141.797746930804,-0.763984024991678,H,R,6
23,-116.5771484375,-0.995604277790793,H,R,6
20,-121.4599609375,-0.327052477827109,H,R,6
23,-90.0159563337054,-0.628397072487303,H,R,6
27,-112.849644252232,-1.01806610994559,H,R,6
16,-124.860491071429,-0.972861915739232,H,R,6
27,-95.5527169363839,-0.831305750719482,H,R,6
21,-98.1467110770089,-0.834681030637331,H,R,6
14,-111.977713448661,-0.696672263418477,H,R,6
24,-135.105678013393,NaN,H,R,6
17,-91.6399274553571,-0.787181419068345,H,R,6
20,-99.9341692243304,-0.821683584248037,H,R,6
17,-79.2040143694196,-0.797319046924458,H,R,6
22,-89.3947056361607,-0.73130736818685,H,R,6
20,-128.631591796875,-0.824544911925144,H,R,6
22,-98.419189453125,-0.610676850639108,H,R,6
20,-141.470772879464,-1.07838651749105,H,R,6
15,-107.934134347098,0.683556414643964,H,R,6
20,-108.33740234375,0.70716446692388,H,R,6
15,-104.588099888393,-0.565670309591819,H,R,6
11,-107.029506138393,-0.668404390375269,H,R,6
13,-140.021187918527,-0.619322156905503,H,R,6
17,-90.3211321149554,-0.641903414666664,H,R,6
5,-110.419137137277,-0.493376042458627,H,R,6
15,-93.4709821428571,-0.0955620242509136,H,R,6
34,-90.2012416294643,-1.00568053293946,H,R,6
11,-104.315621512277,-0.702479911402421,H,R,6
NaN,90.5500139508929,NaN,E,R,6
31,92.2393798828125,-0.675979530928036,E,R,6
21,103.716169084821,-0.97132698621479,E,R,6
28,95.7598005022321,-0.860955560020954,E,R,6
10,117.93954031808,-0.817762766153854,E,R,6
25,114.931379045759,-0.610514679825315,E,R,6
36,110.909598214286,-0.796151292742467,E,R,6
22,102.026803152902,-0.961267673474296,E,R,6
21,90.5064174107143,-0.79560577660816,E,R,6
37,105.002267020089,-0.776454484456016,E,R,6
45,96.0104806082589,-0.517835896442937,E,R,6
1,111.661638532366,-0.755898491732226,E,R,6
28,108.021327427455,-0.834321094533663,E,R,6
26,92.1957833426339,-0.780391010544985,E,R,6
27,100.762503487723,-0.660958454046709,E,R,6
51,89.2966134207589,-0.163042058656914,E,R,6
20,109.569004603795,-0.849690121240064,E,R,6
29,101.569039481027,-0.779412749570286,E,R,6
29,136.751447405134,-0.763984024991678,E,R,6
28,101.285661969866,-0.995604277790793,E,R,6
41,115.171160016741,-0.327052477827109,E,R,6
51,78.2884870256696,-0.628397072487303,E,R,6
48,102.168491908482,-1.01806610994559,E,R,6
1,113.732474190848,-0.972861915739232,E,R,6
30,83.92333984375,-0.831305750719482,E,R,6
21,90.4083251953125,-0.834681030637331,E,R,6
2,102.975027901786,-0.696672263418477,E,R,6
NaN,117.994035993304,NaN,E,R,6
17,102.942330496652,-0.787181419068345,E,R,6
23,104.827880859375,-0.821683584248037,E,R,6
10,79.4655936104911,-0.797319046924458,E,R,6
39,89.2421177455357,-0.73130736818685,E,R,6
31,107.846941266741,-0.824544911925144,E,R,6
45,93.9396449497768,-0.610676850639108,E,R,6
6,121.078491210938,-1.07838651749105,E,R,6
136,97.7979387555804,0.683556414643964,E,R,6
146,95.8360944475446,0.70716446692388,E,R,6
21,107.607160295759,-0.565670309591819,E,R,6
28,105.416434151786,-0.668404390375269,E,R,6
30,138.931274414063,-0.619322156905503,E,R,6
26,97.0894949776786,-0.641903414666664,E,R,6
27,105.656215122768,-0.493376042458627,E,R,6
32,102.310180664063,-0.0955620242509136,E,R,6
43,81.6890171595982,-1.00568053293946,E,R,6
27,112.315586635045,-0.702479911402421,E,R,6
12,-145.688738141741,-0.617268653409533,H,L,7
16,-166.353498186384,-0.817712804673306,H,L,7
17,-127.530779157366,-0.62379960492121,H,L,7
18,-155.574253627232,-0.712538539573611,H,L,7
7,-139.726911272321,-0.827372615742864,H,L,7
11,-141.721452985491,-0.805595864384384,H,L,7
12,-141.143798828125,-0.744365527110358,H,L,7
15,-142.735072544643,-0.433686387284604,H,L,7
16,-135.127476283482,-0.573087828284214,H,L,7
18,-145.503452845982,-0.744705426789094,H,L,7
13,-154.756818498884,-0.854634904613863,H,L,7
13,-123.574393136161,-0.544516469363521,H,L,7
6,-202.549525669643,-0.76397638965915,H,L,7
11,-167.160034179688,-0.720656672881355,H,L,7
11,-155.835832868304,-0.748578622650802,H,L,7
14,-141.034807477679,-0.869676777906462,H,L,7
13,-149.514334542411,NaN,H,L,7
9,-163.628714425223,NaN,H,L,7
13,-161.677769252232,-0.802992316837137,H,L,7
19,-168.805803571429,-0.723732082291778,H,L,7
12,-203.159877232143,-0.805360346760054,H,L,7
12,-181.884765625,-0.76411364983618,H,L,7
11,-187.726702008929,-0.772065400505394,H,L,7
14,-228.958129882813,NaN,H,L,7
13,-194.080897739955,-0.872179833964451,H,L,7
14,-189.307076590402,-0.83623891059437,H,L,7
5,-152.478899274554,-0.647658361349611,H,L,7
15,-201.470511300223,-0.865740922181377,H,L,7
12,-223.802839006696,-0.976125068322995,H,L,7
8,-195.301600864955,-0.825775069835726,H,L,7
11,-199.966430664063,-0.760891109003434,H,L,7
15,-200.064522879464,-0.879135984919266,H,L,7
12,-184.522356305804,NaN,H,L,7
15,-179.170880998884,-0.818188134606041,H,L,7
14,-151.345389229911,-0.694406935495715,H,L,7
18,-127.334594726563,-0.820856816185983,H,L,7
14,-198.647635323661,-0.883232102624264,H,L,7
15,-187.901088169643,-0.953680257204338,H,L,7
17,-141.525268554688,-0.873889698302615,H,L,7
12,-220.118931361607,NaN,H,L,7
11,-210.10262625558,-0.773030350071707,H,L,7
13,-205.623081752232,-0.78973829592802,H,L,7
14,-214.800153459821,NaN,H,L,7
13,-148.119245256696,-0.770840537952009,H,L,7
15,-130.964006696429,-1.6862590107524,H,L,7
44,116.522652762277,-0.617268653409533,E,L,7
20,121.92862374442,-0.817712804673306,E,L,7
22,100.435529436384,-0.62379960492121,E,L,7
8,107.574462890625,-0.712538539573611,E,L,7
11,104.130336216518,-0.827372615742864,E,L,7
14,109.481811523438,-0.805595864384384,E,L,7
11,106.419154575893,-0.744365527110358,E,L,7
45,118.538992745536,-0.433686387284604,E,L,7
6,105.42733328683,-0.573087828284214,E,L,7
10,120.860508510045,-0.744705426789094,E,L,7
22,109.765189034598,-0.854634904613863,E,L,7
14,86.5936279296875,-0.544516469363521,E,L,7
13,147.770472935268,-0.76397638965915,E,L,7
15,122.201102120536,-0.720656672881355,E,L,7
16,116.010393415179,-0.748578622650802,E,L,7
21,94.8115757533482,-0.869676777906462,E,L,7
NaN,103.31290108817,NaN,E,L,7
NaN,125.198364257813,NaN,E,L,7
7,132.326398577009,-0.802992316837137,E,L,7
16,138.146536690848,-0.723732082291778,E,L,7
20,177.961077008929,-0.805360346760054,E,L,7
16,153.66690499442,-0.76411364983618,E,L,7
15,158.331734793527,-0.772065400505394,E,L,7
NaN,197.350638253348,NaN,E,L,7
10,171.192714146205,-0.872179833964451,E,L,7
19,148.3154296875,-0.83623891059437,E,L,7
22,105.765206473214,-0.647658361349611,E,L,7
18,173.743111746652,-0.865740922181377,E,L,7
11,191.301618303571,-0.976125068322995,E,L,7
8,165.961129324777,-0.825775069835726,E,L,7
14,179.399762834821,-0.760891109003434,E,L,7
19,159.814017159598,-0.879135984919266,E,L,7
NaN,150.30997140067,NaN,E,L,7
19,135.02938406808,-0.818188134606041,E,L,7
18,128.62069266183,-0.694406935495715,E,L,7
25,80.5555071149554,-0.820856816185983,E,L,7
14,156.042916434152,-0.883232102624264,E,L,7
19,142.233712332589,-0.953680257204338,E,L,7
22,111.988612583705,-0.873889698302615,E,L,7
NaN,194.004603794643,NaN,E,L,7
16,185.143607003348,-0.773030350071707,E,L,7
13,178.320748465402,-0.78973829592802,E,L,7
NaN,200.696672712054,NaN,E,L,7
18,103.498186383929,-0.770840537952009,E,L,7
25,100.664411272321,-1.6862590107524,E,L,7
14,-123.857770647321,-0.928771623084488,H,R,7
16,-124.871390206473,-0.618581832648246,H,R,7
25,-104.67529296875,-0.710337043733873,H,R,7
26,-112.718854631696,-0.985983103529963,H,R,7
20,-100.925990513393,-0.841585643333248,H,R,7
19,-90.3756277901786,-0.837443479934044,H,R,7
14,-107.28018624442,-0.298746882060206,H,R,7
17,-102.920532226563,-0.748353546701549,H,R,7
17,-114.855085100446,-0.762353621939007,H,R,7
19,-113.242013113839,-0.826438467002025,H,R,7
18,-126.048496791295,-0.849288675137398,H,R,7
24,-100.348336356027,-0.630806914536788,H,R,7
17,-113.863263811384,-0.78745476704832,H,R,7
21,-124.075753348214,-0.474410522925139,H,R,7
22,-88.8279506138393,-0.824804131795311,H,R,7
24,-90.6154087611607,-0.889165603841189,H,R,7
22,-97.5690569196429,-0.555869353140671,H,R,7
20,-105.078560965402,-0.859846849264528,H,R,7
18,-132.89315359933,-0.831262635965576,H,R,7
19,-102.005004882813,-0.865070469681184,H,R,7
18,-106.50634765625,-0.739300751463307,H,R,7
11,-110.462733677455,-0.623718099362584,H,R,7
22,-100.381033761161,-0.76945706780591,H,R,7
20,-89.4927978515625,0.434204138175639,H,R,7
22,-113.231113978795,-0.832096909349567,H,R,7
24,-81.4274379185268,-0.860900954268111,H,R,7
20,-91.2039620535714,-0.813640248870105,H,R,7
20,-102.735246930804,NaN,H,R,7
18,-94.3429129464286,-0.804439028278283,H,R,7
22,-99.0622384207589,-0.799895841357876,H,R,7
24,-101.906912667411,-0.662066098843319,H,R,7
20,-108.228410993304,-0.879473983663703,H,R,7
19,-119.116646902902,-0.702379674037584,H,R,7
21,-101.351056780134,-0.841641707948403,H,R,7
22,-106.866019112723,-0.786476388460632,H,R,7
21,-124.773297991071,-0.449967760955246,H,R,7
16,-108.925955636161,-0.598544609928168,H,R,7
22,-97.0676967075893,-1.06159074585639,H,R,7
32,-111.977713448661,-0.921109911002471,H,R,7
22,-105.089460100446,0.779161140127392,H,R,7
20,-134.222848074777,-0.698627478007617,H,R,7
21,-136.980329241071,-0.808952450738516,H,R,7
21,-138.5498046875,-0.774497644246746,H,R,7
21,-173.743111746652,-0.781261928112561,H,R,7
14,-162.19002859933,-1.65537515332932,H,R,7
20,-114.451817103795,-0.84610604849333,H,R,7
19,-144.991193498884,-0.806870068327432,H,R,7
18,-147.628784179688,-0.774555633556728,H,R,7
22,-142.168317522321,-0.807789738968396,H,R,7
22,-155.399867466518,-0.83952359104998,H,R,7
24,-154.680524553571,-0.656257146192284,H,R,7
17,-150.735037667411,-0.877020275952273,H,R,7
18,-157.873971121652,-0.814056666463361,H,R,7
18,-159.214564732143,-0.785743285566436,H,R,7
18,-149.002075195313,-0.715256752684859,H,R,7
19,-157.274518694196,-0.83167319402886,H,R,7
16,-167.454310825893,-0.824761030735485,H,R,7
13,-170.2880859375,-0.824425836428574,H,R,7
20,-161.002022879464,-0.8820254381568,H,R,7
18,-109.056745256696,-0.886455127151397,H,R,7
23,-102.506365094866,-0.813001196305154,H,R,7
6,118.985857282366,-0.928771623084488,E,R,7
41,126.03759765625,-0.618581832648246,E,R,7
31,105.852399553571,-0.710337043733873,E,R,7
34,106.680733816964,-0.985983103529963,E,R,7
33,98.8006591796875,-0.841585643333248,E,R,7
33,87.8361293247768,-0.837443479934044,E,R,7
44,99.8578752790179,-0.298746882060206,E,R,7
34,101.198468889509,-0.748353546701549,E,R,7
28,102.593558175223,-0.762353621939007,E,R,7
27,88.7189592633929,-0.826438467002025,E,R,7
29,106.440952845982,-0.849288675137398,E,R,7
35,92.5990513392857,-0.630806914536788,E,R,7
19,116.184779575893,-0.78745476704832,E,R,7
6,95.0186593191964,-0.474410522925139,E,R,7
30,99.3674142020089,-0.824804131795311,E,R,7
26,92.5118582589286,-0.889165603841189,E,R,7
34,99.4982038225446,-0.555869353140671,E,R,7
37,108.468191964286,-0.859846849264528,E,R,7
26,120.555332728795,-0.831262635965576,E,R,7
29,102.451869419643,-0.865070469681184,E,R,7
10,111.55264718192,-0.739300751463307,E,R,7
29,110.015869140625,-0.623718099362584,E,R,7
17,106.495448521205,-0.76945706780591,E,R,7
93,91.1276681082589,0.434204138175639,E,R,7
39,105.274745396205,-0.832096909349567,E,R,7
32,86.3538469587054,-0.860900954268111,E,R,7
27,100.969587053571,-0.813640248870105,E,R,7
NaN,108.370099748884,NaN,E,R,7
35,96.9042096819196,-0.804439028278283,E,R,7
32,109.329223632813,-0.799895841357876,E,R,7
43,104.381016322545,-0.662066098843319,E,R,7
36,104.22842843192,-0.879473983663703,E,R,7
35,125.830514090402,-0.702379674037584,E,R,7
20,106.680733816964,-0.841641707948403,E,R,7
34,104.435511997768,-0.786476388460632,E,R,7
51,114.168439592634,-0.449967760955246,E,R,7
26,111.22567313058,-0.598544609928168,E,R,7
31,110.604422433036,-1.06159074585639,E,R,7
42,100.391932896205,-0.921109911002471,E,R,7
114,106.549944196429,0.779161140127392,E,R,7
14,117.983136858259,-0.698627478007617,E,R,7
30,129.568917410714,-0.808952450738516,E,R,7
18,129.263741629464,-0.774497644246746,E,R,7
21,171.748570033482,-0.781261928112561,E,R,7
23,149.383544921875,-1.65537515332932,E,R,7
22,112.228393554688,-0.84610604849333,E,R,7
35,135.19287109375,-0.806870068327432,E,R,7
12,145.056588309152,-0.774555633556728,E,R,7
25,138.735089983259,-0.807789738968396,E,R,7
34,150.28817313058,-0.83952359104998,E,R,7
33,145.383562360491,-0.656257146192284,E,R,7
25,151.53067452567,-0.877020275952273,E,R,7
19,162.702287946429,-0.814056666463361,E,R,7
29,156.958443777902,-0.785743285566436,E,R,7
34,155.19278390067,-0.715256752684859,E,R,7
35,155.530657087054,-0.83167319402886,E,R,7
19,149.557931082589,-0.824761030735485,E,R,7
21,177.764892578125,-0.824425836428574,E,R,7
19,159.421648297991,-0.8820254381568,E,R,7
27,103.694370814732,-0.886455127151397,E,R,7
21,103.90145438058,-0.813001196305154,E,R,7
18,-316.271100725446,0.885204999337956,H,L,8
17,-269.045148577009,-1.22671086474923,H,L,8
16,-362.875802176339,-1.02368048439286,H,L,8
17,-292.249407087054,-1.05752232184909,H,L,8
18,-308.761596679688,0.182857691191921,H,L,8
19,-256.598336356027,-1.05926676059364,H,L,8
18,-274.483816964286,-1.06753828325586,H,L,8
18,-275.835309709821,-1.07833953844656,H,L,8
18,-276.391165597098,-1.05584909255834,H,L,8
13,-319.464547293527,0.0767324148813489,H,L,8
14,-250.047956194196,-1.04543093384791,H,L,8
19,-241.55752999442,-0.973557031595905,H,L,8
16,-240.576607840402,-0.986483925340234,H,L,8
14,-271.333966936384,NaN,H,L,8
15,-248.55477469308,-1.04161184560214,H,L,8
14,-256.413051060268,-1.64494290993855,H,L,8
17,-238.538469587054,-1.32060143973138,H,L,8
16,-224.129813058036,-0.943210078991837,H,L,8
12,-263.453892299107,NaN,H,L,8
15,-227.257864815848,-0.923262612527413,H,L,8
14,-246.58203125,-0.969544700928248,H,L,8
15,-247.105189732143,-0.999550417054674,H,L,8
15,-228.903634207589,-0.920368050731893,H,L,8
15,-233.90633719308,-0.959924413590873,H,L,8
14,-225.601196289063,-1.04060984419097,H,L,8
16,-260.707310267857,-0.858019715542703,H,L,8
16,-240.140642438616,NaN,H,L,8
19,-285.699026925223,-1.01492955394307,H,L,8
15,-242.61474609375,NaN,H,L,8
